premise	hypothesis	label
Neska-lagunekiko konfiantzari buruzko kexaren harira, ordea, emaztearekin luze eta bihotz-zabalik hitz egiteko iradokitzen dizu Prudie-k, eta haren hautuekin aztoraturik zabiltzala nabarmentzeko.	Prudiek dio emaztearekin hitz egin beharko zenukeela.	0
Neska-lagunekiko konfiantzari buruzko kexaren harira, ordea, emaztearekin luze eta bihotz-zabalik hitz egiteko iradokitzen dizu Prudie-k, eta haren hautuekin aztoraturik zabiltzala nabarmentzeko.	Prudiek dio emazteari esan beharko zeniokeela haren lagunek gorroto zaituztela.	1
Bistan denez, nahiko arbitrarioak izanik, baliteke AFIren hautu askok biderik ez uztea interpretazio kultural sendo baterako.	AFIren hautuak oinarritzat hartzen badira kultura aztertzeko, baliteke oso interpretazio kontraesankorrak sortzea.	1
Bistan denez, nahiko arbitrarioak izanik, baliteke AFIren hautu askok biderik ez uztea interpretazio kultural sendo baterako.	Frogatu daiteke AFIren hautuak dokumental historikoki zuzenak direla, eta historia-eskoletan erabil daitezke.	2
Bistan denez, nahiko arbitrarioak izanik, baliteke AFIren hautu askok biderik ez uztea interpretazio kultural sendo baterako.	AFIk arbitrariotzat har daitezkeen erabakiak hartzen ditu.	0
Walcott pintore izateko trebatu zen, haren aita bezalaxe: maisu jardun zuen, eta Walcott umetxo zelarik zendu zen. The Bounty dugu Walcotten libururik piktorikoena, nola metodoari hala gaiari begira.	Walcotten aitak ez zekien pintatzen.	2
Walcott pintore izateko trebatu zen, haren aita bezalaxe: maisu jardun zuen, eta Walcott umetxo zelarik zendu zen. The Bounty dugu Walcotten libururik piktorikoena, nola metodoari hala gaiari begira.	Walcotten aitak nahiago zuen bere pintore-lana, irakaskuntza-lanaren aldean.	1
Walcott pintore izateko trebatu zen, haren aita bezalaxe: maisu jardun zuen, eta Walcott umetxo zelarik zendu zen. The Bounty dugu Walcotten libururik piktorikoena, nola metodoari hala gaiari begira.	Walcotten aita pintorea eta maisua izan zen.	0
Zer gertatu zen armadak errudun bat bilatzeko tradizio gupidagabe horrekin?	Tradizio militarrean aldaketa nabarmenak gertatu dira dira: gero eta errudun gutxiago bilatzen dira diziplinarekin eta agintearekin sortzen diren arazoak azaltzeko.	1
Zer gertatu zen armadak errudun bat bilatzeko tradizio gupidagabe horrekin?	Armadak errudunak bilatu izan ditu bere historian zehar.	0
Zer gertatu zen armadak errudun bat bilatzeko tradizio gupidagabe horrekin?	Ez dago frogarik militarrek iraganean errudunak bilatzen zituztenik.	2
Michael Lewis-ek Trail Fever liburuari buruz egindako elkarrizketa batean esan zuen Alexander-ek zerbait egin zuela kanpaina honetan, nik posible ikusten ez nuena.	Michael Lewisek 50 elkarrizketa baino gehiago eman zituen bere liburuari buruz: Trail Fever.	1
Michael Lewis-ek Trail Fever liburuari buruz egindako elkarrizketa batean esan zuen Alexander-ek zerbait egin zuela kanpaina honetan, nik posible ikusten ez nuena.	Michael Lewisek Trail Fever izeneko liburu bat idatzi zuen.	0
Michael Lewis-ek Trail Fever liburuari buruz egindako elkarrizketa batean esan zuen Alexander-ek zerbait egin zuela kanpaina honetan, nik posible ikusten ez nuena.	Ez dago jasota Michael Lewisek Alexanderri buruz jardun duenik elkarrizketetan.	2
New Yorkeko kale batean ikus daitekeen gertaerarik narritagarriena (Donald Trumpek Boss Tweed-en maruarekin swinga dantzatzea alde batera utzita, biluzik) norbait bere telefono mugikorrarekin hitz eta pitz aritzea da.	Donald Trumpek ez daki dantza egiten.	2
New Yorkeko kale batean ikus daitekeen gertaerarik narritagarriena (Donald Trumpek Boss Tweed-en maruarekin swinga dantzatzea alde batera utzita, biluzik) norbait bere telefono mugikorrarekin hitz eta pitz aritzea da.	Jendeak telefono mugikorrak ditu New Yorken.	0
New Yorkeko kale batean ikus daitekeen gertaerarik narritagarriena (Donald Trumpek Boss Tweed-en maruarekin swinga dantzatzea alde batera utzita, biluzik) norbait bere telefono mugikorrarekin hitz eta pitz aritzea da.	Jendeak, batik bat, Apple telefonoak ditu New Yorken.	1
Newsweek aldizkariko azaleko istorioan argudiatzen da Ipar Amerikara heldu ziren lehen herriak hainbat etniatakoak zirela, ez historiako buruzko ikasliburuetan deskribatu ohi diren asiarrak, Bering Strait zeharkatu zutenak.	Asiarrak ez daude historiari buruzko ikasliburuetan jasota.	2
Newsweek aldizkariko azaleko istorioan argudiatzen da Ipar Amerikara heldu ziren lehen herriak hainbat etniatakoak zirela, ez historiako buruzko ikasliburuetan deskribatu ohi diren asiarrak, Bering Strait zeharkatu zutenak.	Asiar batzuek Bering Strait zeharkatu zuten.	0
Newsweek aldizkariko azaleko istorioan argudiatzen da Ipar Amerikara heldu ziren lehen herriak hainbat etniatakoak zirela, ez historiako buruzko ikasliburuetan deskribatu ohi diren asiarrak, Bering Strait zeharkatu zutenak.	Ipar Amerika aurkitu zutenetik, zuriak izan dira haren irudia, nagusiki.	1
Behatz lodi sendo batzuk zapaltzea.	Behatzak zapaltzeak min ematen du.	1
Behatz lodi sendo batzuk zapaltzea.	Behatzak txikiak direla uste da.	2
Behatz lodi sendo batzuk zapaltzea.	Behatzak handiak dira.	0
Prudie bera ez da sutsuki mintzatzen mutil- eta neska-lagun harremanez 30 urtetik gorako jendearentzat, eta maitale terminoa gaitzesten du, Europako emakumeek erabiltzen dutenean izan ezik.	Prudieri ez zaio maitale terminoa gustatzen, berdin du egoera zein den.	2
Prudie bera ez da sutsuki mintzatzen mutil- eta neska-lagun harremanez 30 urtetik gorako jendearentzat, eta maitale terminoa gaitzesten du, Europako emakumeek erabiltzen dutenean izan ezik.	Prudiek ez du beti maitale terminoa gorrotatzen.	0
Prudie bera ez da sutsuki mintzatzen mutil- eta neska-lagun harremanez 30 urtetik gorako jendearentzat, eta maitale terminoa gaitzesten du, Europako emakumeek erabiltzen dutenean izan ezik.	Prudieri Europako emakumeekin egotea gustatzen zaio.	1
Greenlee konderriko liburutegi publikoan (Arizona), landa-erakundeek diruarekin eta teknologiarekin izandako atsekabeak erakusten dira.	Greenlee konderrian liburutegi publiko bat dago.	0
Greenlee konderriko liburutegi publikoan (Arizona), landa-erakundeek diruarekin eta teknologiarekin izandako atsekabeak erakusten dira.	Greenlee konderrian liburutegi publiko ugari daude.	1
Greenlee konderriko liburutegi publikoan (Arizona), landa-erakundeek diruarekin eta teknologiarekin izandako atsekabeak erakusten dira.	Greenlee konderria ez dago Arizonako estatuan.	2
Tira, ez nuen izena emateko asmorik.	Izena eman nahi nuen, zalantzarik gabe.	2
Tira, ez nuen izena emateko asmorik.	Nik izena ematea espero zen.	1
Tira, ez nuen izena emateko asmorik.	Ez nuke izena emango.	0
Badakizu nork ulertuko lukeen?	Badakiz nork ez duen ulertuko?	2
Badakizu nork ulertuko lukeen?	Uste dut badakizula nork ulertuko lukeen.	0
Badakizu nork ulertuko lukeen?	Badago ulertuko lukeen norbait.	1
Ezin dituzu dll fitxategiak ezabatu Windows exekutatzen den bitartean (Microsoften oinarriaren parte da hori).	Fitxategi batzuk ezin dira ezabatu Windows exekutatzen den bitartean.	0
Ezin dituzu dll fitxategiak ezabatu Windows exekutatzen den bitartean (Microsoften oinarriaren parte da hori).	dll fitxategiek ez dute eraginik Windows sistema eragilean, eta nahi duzunean ezabatu ditzakezu.	2
Ezin dituzu dll fitxategiak ezabatu Windows exekutatzen den bitartean (Microsoften oinarriaren parte da hori).	Windowsek dll fitxategiak darabiltza hainbat programatan, eta, beraz, fitxategi horietako bat ezabatzeak programa askori eragingo die.	1
L'academie Internationale des Arts et des Sciences Numeriques elkarteko kideek trikimailu horren aldaera bizkor bat sortu dute.	Eskolako jendeak bere buruari jarraitu besterik ez zuen egin.	2
L'academie Internationale des Arts et des Sciences Numeriques elkarteko kideek trikimailu horren aldaera bizkor bat sortu dute.	Eskolako jendeak esperimentuaren bertsio bat egin zuen.	1
L'academie Internationale des Arts et des Sciences Numeriques elkarteko kideek trikimailu horren aldaera bizkor bat sortu dute.	Eskolako jendeak bere bertsioa egin zuen.	0
Zein kanpamentu dagoen ondo, ondorio nabarmenak ditu osasun publikoan.	Kanpamentu guztiek ondorioak dituzte osasun publikoan.	1
Zein kanpamentu dagoen ondo, ondorio nabarmenak ditu osasun publikoan.	Kanpamentu batek behintzat ondorioak ditu osasun publikoan.	0
Zein kanpamentu dagoen ondo, ondorio nabarmenak ditu osasun publikoan.	Osasun publikorako ondorioak ez daude inongo kanpamenturekin lotuta.	2
Eroaldi horiek hiru hamarkada iraun zuten, eta rokoko bihurtu ziren.	Eroaldiak egun bakarra iraun zuen.	2
Eroaldi horiek hiru hamarkada iraun zuten, eta rokoko bihurtu ziren.	Inor ez zen eroaldiaz orduan ohartu.	1
Eroaldi horiek hiru hamarkada iraun zuten, eta rokoko bihurtu ziren.	Erokeria nonahi zabaldu zen hiru hamarkadaz.	0
Amaitzeko, posta elektronikoz egingo didaten galderari erantzungo diot; hau da, benetan ari zara?	Badakit zalantzan jarriko nautela eta benetan ari ote naizen galdetuko didatela.	0
Amaitzeko, posta elektronikoz egingo didaten galderari erantzungo diot; hau da, benetan ari zara?	Badakit galdera guztiei erantzun diedala, eta ez dago beste galderarik erantzuteko.	2
Amaitzeko, posta elektronikoz egingo didaten galderari erantzungo diot; hau da, benetan ari zara?	Ezbairik gabe, posta elektronikoko ehunka mezu jasoko ditut, benetan ari ote naizen galdetuz.	1
Edo kontuan izan Kongresuari ezkutuko ekintzen berri ematea.	Kongresuak ezkutuko ekintzak geldiaraz ditzake.	1
Edo kontuan izan Kongresuari ezkutuko ekintzen berri ematea.	Kongresuari ezin zaio ezkutuko ekintzen berri eman.	2
Edo kontuan izan Kongresuari ezkutuko ekintzen berri ematea.	Baliteke Kongresuari ezkutuko ekintzen berri ematea.	0
Nemeth-ek motel hori ikertzeko hitza eman zuen.	Nemethi ordaintzen diote motela ikertzeko.	1
Nemeth-ek motel hori ikertzeko hitza eman zuen.	Nemethek motela ez zuela ikertuko esan zuen.	2
Nemeth-ek motel hori ikertzeko hitza eman zuen.	Nemethek norbaiti esan zion motela ikertuko zuela.	0
Asteazkenean, Clintonek beste industria bati buruz hitz egitea erabaki zuen.	Clintonek hitz egiteari uko egin zion.	2
Asteazkenean, Clintonek beste industria bati buruz hitz egitea erabaki zuen.	Clintonek asteazkenean hitz egin zuen.	0
Asteazkenean, Clintonek beste industria bati buruz hitz egitea erabaki zuen.	Clinton jendeari hitz egin zion asteazkenean, museoan.	1
Gakoa zera da, ez hartzea ni horrenbeste hiriko sheriff berri gisa, baizik eta, hein handiagoan, von Trapp haurrek Maria baino lehen hil zuten haurtzain gisa.	The Sound of Music filma aipatzen dut askotan; beraz, hobeto ezagutzen dute hura.	1
Gakoa zera da, ez hartzea ni horrenbeste hiriko sheriff berri gisa, baizik eta, hein handiagoan, von Trapp haurrek Maria baino lehen hil zuten haurtzain gisa.	Legeren eta ordenaren bidea hautatu dut, sherrif naizen aldetik dudan agintea errespetatzeko eskatzen dizut.	2
Gakoa zera da, ez hartzea ni horrenbeste hiriko sheriff berri gisa, baizik eta, hein handiagoan, von Trapp haurrek Maria baino lehen hil zuten haurtzain gisa.	Haurtzain moduan har nazazuela nahi dut, ez sheriff moduan.	0
Ez du axola Dow Jones industria-batezbestekoa neurri egokia ote den aberatsak nola moldatzen diren jakiteko.	Dow Jones gora doa eta jende aberatsak gehiago erosten du.	1
Ez du axola Dow Jones industria-batezbestekoa neurri egokia ote den aberatsak nola moldatzen diren jakiteko.	Dow Jones ez dago ekonomiarekin lotuta.	2
Ez du axola Dow Jones industria-batezbestekoa neurri egokia ote den aberatsak nola moldatzen diren jakiteko.	Dow Jonesek ekonomian zer gertatzen ari den erakusten du.	0
CMPren teoriaren inplikazio harrigarriena zera da, nola desagertzen den posizio erlatiboaren kezka, gizartean aberastasuna ez baizik eta beste mekanismo batzuk erabiltzen direnean kideak banatzen direnean.	CMP teoria estalketari buruzkoa da.	0
CMPren teoriaren inplikazio harrigarriena zera da, nola desagertzen den posizio erlatiboaren kezka, gizartean aberastasuna ez baizik eta beste mekanismo batzuk erabiltzen direnean kideak banatzen direnean.	CMP teoria animalien estalketari buruzkoa da.	1
CMPren teoriaren inplikazio harrigarriena zera da, nola desagertzen den posizio erlatiboaren kezka, gizartean aberastasuna ez baizik eta beste mekanismo batzuk erabiltzen direnean kideak banatzen direnean.	CMP teoria kometei buruzkoa da.	2
Fede integrazionistari liberal beltzek eusten diote; adibidez, Henry Louis Gates eta Cornel West irakasleek. Glenn Loury ekonomialari beltzak ere haiekin bat egin du: kontserbadorea bera, markak hautsi zituen baiezko ekintza politika beharrezkoa dela onartu zuenean.	Glenn Loury kontserbadorea da.	0
Fede integrazionistari liberal beltzek eusten diote; adibidez, Henry Louis Gates eta Cornel West irakasleek. Glenn Loury ekonomialari beltzak ere haiekin bat egin du: kontserbadorea bera, markak hautsi zituen baiezko ekintza politika beharrezkoa dela onartu zuenean.	Glenn Loury kale-garbitzaile bat da.	2
Fede integrazionistari liberal beltzek eusten diote; adibidez, Henry Louis Gates eta Cornel West irakasleek. Glenn Loury ekonomialari beltzak ere haiekin bat egin du: kontserbadorea bera, markak hautsi zituen baiezko ekintza politika beharrezkoa dela onartu zuenean.	Glenn Loury ez da ohiko kontserbadore bat.	1
Jabetza burbuila-segida amaiezin bat da espazioan, edo ziberespazioan, eta jende desberdina aritzen da askotariko interesen harira eskean.	Inork ez du sekula jabetza edukitzen.	2
Jabetza burbuila-segida amaiezin bat da espazioan, edo ziberespazioan, eta jende desberdina aritzen da askotariko interesen harira eskean.	Jabetza edozein tokitan eduki daiteke.	1
Jabetza burbuila-segida amaiezin bat da espazioan, edo ziberespazioan, eta jende desberdina aritzen da askotariko interesen harira eskean.	Jabetza zera da, jendeak zerbait duela esatea, besterik ez.	0
Inork gogoratuko ote du  Munduko Merkataritza Antolakundea mende-erdiren buruan?	Munduko Merkataritza Antolakundeak 50 urte gehiago iraungo duela iruditzen zaizu?	0
Inork gogoratuko ote du  Munduko Merkataritza Antolakundea mende-erdiren buruan?	Munduko Merkataritza Antolakundeak ez du eragin gogoangarririk izan historian.	1
Inork gogoratuko ote du  Munduko Merkataritza Antolakundea mende-erdiren buruan?	Ziurra da  Munduko Merkataritza Antolakundeak berean jarraituko duela hurrengo mendean zehar.	2
Aukerak ez dira hain erakargarriak.	Aukera guztiak eutsi ezinekoak dira.	2
Aukerak ez dira hain erakargarriak.	Aukerak ez dira oso erakargarriak.	0
Aukerak ez dira hain erakargarriak.	Aukerak aspergarriak edo garestiak dira.	1
Eskatuko al dut sorta bat niretzat?	Sorta oso garestia da.	1
Eskatuko al dut sorta bat niretzat?	Hobe al dut sorta bazter uztea?	2
Eskatuko al dut sorta bat niretzat?	Erosiko al dut sorta bat niretzat?	0
SATekin arazoak sortuko direla aurreikusten da.	SATi ez dio denborak eragiten, eta ez da arazorik egongo etorkizunean.	2
SATekin arazoak sortuko direla aurreikusten da.	Hezkuntza-giroa aldatzen ari denez, aferak sortuko dira SAT dela eta.	1
SATekin arazoak sortuko direla aurreikusten da.	Azkenean, arazoak sortuko dira SAT dela eta.	0
Oraindik ere bizirik da 93 urterekin, eta de Kooning jada ez da artista, ezta aldaketa-zale ere.	De Kooning 72 urterekin hil zen.	2
Oraindik ere bizirik da 93 urterekin, eta de Kooning jada ez da artista, ezta aldaketa-zale ere.	De Kooning osasuntsu dago.	1
Oraindik ere bizirik da 93 urterekin, eta de Kooning jada ez da artista, ezta aldaketa-zale ere.	De Kooning zaharra da.	0
Hauetako bat ere ez da oso erakargarria orain, nahiz eta luxuzkoak izan.	Gaur egungo merkatuan, etxeetako bat ere ez da erakargarria.	1
Hauetako bat ere ez da oso erakargarria orain, nahiz eta luxuzkoak izan.	Gaur egun, oso erakargarriak dira.	2
Hauetako bat ere ez da oso erakargarria orain, nahiz eta luxuzkoak izan.	Gaur egun, ez dira batere erakargarriak.	0
Ez zuen Naomi Wolf-ek oker erantzun.	Naomi Wolfek erantzun bat zuen.	0
Ez zuen Naomi Wolf-ek oker erantzun.	Naomi Wolf erantzuten saiatu zen hainbat bider.	1
Ez zuen Naomi Wolf-ek oker erantzun.	Naomi Wolfen erantzun guztiak zuzenak ziren.	2
Hirugarrenik, nahiz eta ondorioak onartu, ez dagozkie dibertimendu masiboko leku guztiei.	Ondorioak lekuekin lotuta daude.	2
Hirugarrenik, nahiz eta ondorioak onartu, ez dagozkie dibertimendu masiboko leku guztiei.	Ondorioak ez daude lotuta dibertimendu-leku handiekin.	0
Hirugarrenik, nahiz eta ondorioak onartu, ez dagozkie dibertimendu masiboko leku guztiei.	Ondorioak ez daude opera-antzokiekin lotuta.	1
Scholastic Inc. dugu urteko irakaslearen programaren babesle. Eskola-ume sentikorren artean beste zerbaitegatik da ezaguan: aldizkari apartak banatzen ditu, eta, haietan, iragarle bakarra AEB da.	Scholastic enpresa ezaguna da.	0
Scholastic Inc. dugu urteko irakaslearen programaren babesle. Eskola-ume sentikorren artean beste zerbaitegatik da ezaguan: aldizkari apartak banatzen ditu, eta, haietan, iragarle bakarra AEB da.	Eskola-umeek ez dute irakaslerik.	2
Scholastic Inc. dugu urteko irakaslearen programaren babesle. Eskola-ume sentikorren artean beste zerbaitegatik da ezaguan: aldizkari apartak banatzen ditu, eta, haietan, iragarle bakarra AEB da.	Urteko irakaslearen saria ohore handia da.	1
Homosexualitatea bizio bat delako irudia baztertze aldera, Clintonek eta Birch-ek gizalegezko bertuteak egozten dizkiete gayei.	Clinton eta Birch homosexualak dira.	1
Homosexualitatea bizio bat delako irudia baztertze aldera, Clintonek eta Birch-ek gizalegezko bertuteak egozten dizkiete gayei.	Clinton eta Birch homosexualitatea ezabatzen saiatzen ari dira.	2
